booking_id,customer_id,status,no_of_rooms,hotel_id,amount,discount,date_of_booking,check_in,check_out,discount_percent
654,3449,Stayed,1,50,2989,759,2017-01-05,2017-01-05,2017-01-06,25
655,149241,Stayed,1,50,2989,759,2017-01-05,2017-01-05,2017-01-06,25
656,3449,Stayed,1,50,2989,759,2017-01-04,2017-01-04,2017-01-05,25
657,45644,Stayed,1,50,4807,1018,2017-01-02,2017-01-02,2017-01-04,21
658,191472,Cancelled,1,241,1689,358,2017-01-28,2017-01-29,2017-01-30,21
659,30999,Stayed,1,241,1949,413,2017-01-25,2017-01-27,2017-01-28,21
660,220,Stayed,1,241,1754,371,2017-01-25,2017-01-25,2017-01-26,21
661,220,Cancelled,1,241,1689,358,2017-01-24,2017-01-25,2017-01-26,21
662,40671,Stayed,1,241,1949,413,2017-01-17,2017-01-21,2017-01-22,21
663,128702,Cancelled,1,241,1949,495,2017-01-03,2017-01-07,2017-01-08,25
664,182860,Stayed,1,241,2014,512,2017-01-04,2017-01-05,2017-01-06,25
665,146622,Stayed,1,241,2014,512,2017-01-04,2017-01-04,2017-01-05,25
666,114316,Cancelled,1,310,2534,536,2017-01-30,2017-02-13,2017-02-14,21
667,114316,Cancelled,1,310,2274,481,2017-01-30,2017-02-08,2017-02-09,21
668,29627,"No Show",1,239,2053,435,2017-01-25,2017-01-25,2017-01-26,21
669,29627,"No Show",1,239,2053,435,2017-01-25,2017-01-25,2017-01-26,21
670,29627,Stayed,1,239,2053,435,2017-01-25,2017-01-25,2017-01-26,21
671,99316,Stayed,1,239,7391,1563,2017-01-15,2017-01-20,2017-01-23,21
672,85412,Cancelled,1,239,2231,472,2017-01-20,2017-01-22,2017-01-23,21
673,6284,Cancelled,1,239,2339,495,2017-01-19,2017-01-20,2017-01-21,21
674,120625,Stayed,1,239,2058,436,2017-01-15,2017-01-15,2017-01-16,21
675,187489,Cancelled,1,239,2153,547,2017-01-02,2017-01-06,2017-01-07,25
676,75928,Cancelled,1,77,2387,505,2017-01-25,2017-01-28,2017-01-29,21
677,97164,Stayed,1,77,2276,482,2017-01-24,2017-01-26,2017-01-27,21
678,9671,Stayed,1,77,4324,915,2017-01-23,2017-01-25,2017-01-27,21
679,75928,Cancelled,1,77,2301,487,2017-01-19,2017-01-21,2017-01-22,21
680,113889,Stayed,1,77,2178,461,2017-01-17,2017-01-18,2017-01-19,21
681,21854,Cancelled,2,77,4004,847,2017-01-16,2017-01-16,2017-01-17,21
682,33581,Stayed,1,77,2363,501,2017-01-09,2017-01-11,2017-01-12,21
683,75870,Cancelled,1,77,2423,615,2017-01-08,2017-01-08,2017-01-09,25
684,69402,Stayed,1,77,2852,724,2017-01-07,2017-01-07,2017-01-08,25
685,59634,Cancelled,1,77,2640,670,2017-01-06,2017-01-07,2017-01-08,25
686,99396,Stayed,1,364,2144,453,2017-01-30,2017-02-01,2017-02-02,21
687,101625,Stayed,1,364,1819,385,2017-01-23,2017-01-23,2017-01-24,21
688,4121,"No Show",1,364,2144,545,2017-01-22,2017-01-22,2017-01-23,25
689,110246,Stayed,1,364,1949,825,2017-01-21,2017-01-22,2017-01-23,42
690,4121,Cancelled,1,364,2144,453,2017-01-22,2017-01-22,2017-01-23,21
691,101625,Cancelled,1,364,1884,398,2017-01-20,2017-01-21,2017-01-22,21
692,14755,Stayed,1,364,1429,303,2017-01-16,2017-01-16,2017-01-17,21
693,51987,Cancelled,1,364,1754,371,2017-01-16,2017-01-16,2017-01-17,21
694,78454,Cancelled,1,364,2014,426,2017-01-12,2017-01-13,2017-01-14,21
695,52445,Stayed,1,364,2079,440,2017-01-09,2017-01-11,2017-01-12,21
696,13091,Stayed,1,58,1754,371,2017-01-21,2017-01-22,2017-01-23,21
697,20026,Stayed,1,58,1949,413,2017-01-22,2017-01-22,2017-01-23,21
698,33945,Stayed,1,58,5327,1172,2017-01-20,2017-01-20,2017-01-22,22
699,33945,Cancelled,1,58,5457,1155,2017-01-14,2017-01-20,2017-01-22,21
700,20026,Stayed,1,58,3184,809,2017-01-10,2017-01-10,2017-01-11,25
701,20026,Stayed,1,58,2859,726,2017-01-07,2017-01-08,2017-01-09,25
702,9338,Stayed,1,58,3574,937,2017-01-06,2017-01-06,2017-01-07,26
703,135460,Cancelled,1,58,7277,1847,2017-01-06,2017-01-06,2017-01-08,25
704,106977,Cancelled,1,58,2534,644,2017-01-02,2017-01-04,2017-01-05,25
705,193136,Cancelled,1,448,2469,523,2017-01-27,2017-01-28,2017-01-29,21
706,28584,Cancelled,1,448,2209,486,2017-01-11,2017-01-13,2017-01-14,22
707,146584,Cancelled,1,448,2079,528,2017-01-05,2017-01-05,2017-01-06,25
708,8244,Stayed,1,448,1949,495,2017-01-27,2017-01-27,2017-01-28,25
709,18226,Cancelled,1,448,10135,2144,2017-01-26,2017-01-26,2017-01-30,21
710,67277,Stayed,1,448,4872,1031,2017-01-17,2017-01-20,2017-01-22,21
711,13378,Stayed,1,417,1732,366,2017-01-18,2017-02-14,2017-02-15,21
712,162896,Stayed,2,417,3463,762,2017-01-29,2017-02-13,2017-02-14,22
713,15900,Stayed,1,417,1732,366,2017-01-29,2017-01-29,2017-01-30,21
714,189769,Stayed,1,417,9365,1981,2017-01-23,2017-01-23,2017-01-27,21
715,13378,Cancelled,1,417,1732,366,2017-01-12,2017-01-25,2017-01-26,21
716,94034,Cancelled,1,417,2811,595,2017-01-21,2017-01-21,2017-01-22,21
717,28914,Stayed,1,417,1732,381,2017-01-14,2017-01-20,2017-01-21,22
718,8875,"No Show",1,417,2092,531,2017-01-19,2017-01-19,2017-01-20,25
719,164179,Stayed,1,417,1998,422,2017-01-19,2017-01-19,2017-01-20,21
720,191576,Stayed,1,417,2018,427,2017-01-17,2017-01-17,2017-01-18,21
721,78900,Stayed,1,417,2133,451,2017-01-23,2017-01-23,2017-01-24,21
722,142186,Stayed,1,417,1732,366,2017-01-12,2017-01-15,2017-01-16,21
723,50869,Stayed,1,417,2900,614,2017-01-14,2017-01-14,2017-01-15,21
724,196588,Stayed,1,417,2734,579,2017-01-14,2017-01-14,2017-01-15,21
725,125141,Cancelled,1,417,1732,366,2017-01-12,2017-01-14,2017-01-15,21
726,93144,Cancelled,1,417,1732,381,2017-01-12,2017-01-14,2017-01-15,22
727,190841,Stayed,1,417,2270,576,2017-01-06,2017-01-06,2017-01-07,25
728,50174,Stayed,1,417,2566,651,2017-01-04,2017-01-04,2017-01-05,25
729,50174,Cancelled,1,417,2951,649,2017-01-04,2017-01-04,2017-01-05,22
730,59877,Cancelled,1,417,2408,509,2017-01-03,2017-01-04,2017-01-05,21
731,168983,Cancelled,1,417,2201,465,2017-01-01,2017-01-01,2017-01-02,21
732,78454,"No Show",1,417,2032,430,2017-01-12,2017-01-12,2017-01-13,21
733,13378,Cancelled,1,417,2090,442,2017-01-08,2017-01-25,2017-01-26,21
734,189288,Stayed,1,365,1559,0,2017-01-25,2017-01-25,2017-01-26,0
735,15900,Stayed,1,365,1494,0,2017-01-22,2017-01-22,2017-01-23,0
736,16173,Cancelled,1,365,1494,0,2017-01-13,2017-01-18,2017-01-19,0
737,8066,Cancelled,1,365,1949,0,2017-01-14,2017-01-14,2017-01-15,0
738,26536,Stayed,1,365,6235,0,2017-01-02,2017-01-09,2017-01-13,0
739,26536,Cancelled,1,365,1819,0,2017-01-04,2017-02-09,2017-02-10,0
740,146622,Stayed,1,365,1949,0,2017-01-07,2017-01-07,2017-01-08,0
741,141761,Cancelled,1,365,1754,0,2017-01-05,2017-01-05,2017-01-06,0
742,7282,Stayed,1,459,2469,523,2017-01-12,2017-01-13,2017-01-14,21
743,61602,Cancelled,1,459,2534,644,2017-01-03,2017-01-04,2017-01-05,25
744,186088,Stayed,1,489,3314,701,2017-01-19,2017-01-19,2017-01-20,21
745,89579,Stayed,1,489,3444,728,2017-01-17,2017-01-18,2017-01-19,21
746,12781,Stayed,1,489,3119,660,2017-01-14,2017-01-14,2017-01-15,21
747,18009,Cancelled,1,522,2014,426,2017-01-31,2017-01-31,2017-02-01,21
748,62098,Stayed,1,522,2144,545,2017-01-29,2017-01-30,2017-01-31,25
749,143237,Cancelled,1,522,2599,550,2017-01-14,2017-01-29,2017-01-30,21
750,195338,Stayed,1,522,2144,453,2017-01-22,2017-01-23,2017-01-24,21
751,111153,Stayed,1,522,2599,550,2017-01-06,2017-01-21,2017-01-22,21
752,41471,Stayed,1,522,2144,472,2017-01-19,2017-01-19,2017-01-20,22
753,45089,Cancelled,1,522,1884,398,2017-01-10,2017-01-11,2017-01-12,21
754,3145,Stayed,1,522,1884,494,2017-01-08,2017-01-08,2017-01-09,26
755,41471,Stayed,1,522,2144,453,2017-01-18,2017-01-18,2017-01-19,21
756,77935,Stayed,1,522,1949,495,2017-01-05,2017-01-06,2017-01-07,25
757,16566,Cancelled,1,323,6755,1429,2017-01-26,2017-01-28,2017-01-31,21
758,26820,"No Show",1,323,2274,481,2017-01-26,2017-01-26,2017-01-27,21
759,41471,Cancelled,1,323,2664,586,2017-01-18,2017-01-19,2017-01-20,22
760,41471,Cancelled,1,323,2469,523,2017-01-18,2017-01-18,2017-01-19,21
761,44356,Stayed,1,323,2339,594,2017-01-07,2017-01-07,2017-01-08,25
762,16744,Stayed,1,323,2339,594,2017-01-06,2017-01-06,2017-01-07,25
763,150171,Cancelled,1,655,3509,743,2017-01-02,2017-01-02,2017-01-03,21
764,62188,Stayed,1,478,7016,1781,2017-01-07,2017-01-07,2017-01-10,25
765,141740,Cancelled,1,483,2404,508,2017-01-28,2017-01-28,2017-01-29,21
766,46167,Cancelled,1,996,6757,1430,2017-01-27,2017-02-26,2017-02-28,21
767,69366,"No Show",2,706,5522,1401,2017-01-27,2017-01-27,2017-01-28,25
768,68193,Cancelled,1,505,14035,2969,2017-01-19,2017-02-17,2017-02-21,21
769,137548,Stayed,1,505,2469,543,2017-01-26,2017-01-27,2017-01-28,22
770,69073,Stayed,1,505,2209,561,2017-01-05,2017-01-06,2017-01-07,25
771,15656,Cancelled,1,997,10267,2606,2017-01-18,2017-02-27,2017-03-01,25
772,66828,Cancelled,1,998,4744,1205,2017-01-23,2017-02-20,2017-02-21,25
773,109945,Cancelled,1,998,7082,1498,2017-01-31,2017-02-01,2017-02-03,21
774,72025,Stayed,1,877,2534,536,2017-01-23,2017-01-23,2017-01-24,21
775,33824,Stayed,1,877,2404,529,2017-01-21,2017-01-21,2017-01-22,22
776,33824,Cancelled,1,877,3184,673,2017-01-21,2017-01-21,2017-01-22,21
777,3929,Stayed,2,877,5327,1352,2017-01-08,2017-01-08,2017-01-09,25
778,3929,Stayed,1,877,3054,801,2017-01-09,2017-01-10,2017-01-11,26
779,3929,Stayed,2,877,5327,1397,2017-01-09,2017-01-09,2017-01-10,26
780,43827,Cancelled,1,808,4354,921,2017-01-21,2017-01-23,2017-01-24,21
781,96106,Stayed,1,808,6431,1632,2017-01-04,2017-01-18,2017-01-21,25
782,192192,Stayed,1,808,2209,561,2017-01-20,2017-01-20,2017-01-21,25
783,81480,Cancelled,1,808,2079,528,2017-01-06,2017-01-06,2017-01-07,25
784,7326,Stayed,1,808,1884,479,2017-01-04,2017-01-04,2017-01-05,25
785,7326,Stayed,1,808,1884,479,2017-01-03,2017-01-03,2017-01-04,25
786,57879,Cancelled,1,808,2794,710,2017-01-02,2017-01-03,2017-01-04,25
787,136170,Stayed,1,703,3184,701,2017-01-28,2017-01-28,2017-01-29,22
788,42878,Cancelled,2,703,19297,4245,2017-01-05,2017-01-27,2017-01-30,22
789,131261,Stayed,1,703,4029,1023,2017-01-09,2017-01-09,2017-01-10,25
790,134588,"No Show",1,979,2989,759,2017-01-24,2017-01-24,2017-01-25,25
791,155740,Cancelled,1,342,3769,798,2017-01-27,2017-01-27,2017-01-28,21
792,131261,Cancelled,1,342,2339,594,2017-01-04,2017-01-05,2017-01-06,25
793,173521,Stayed,1,345,7601,1929,2017-01-07,2017-01-10,2017-01-13,25
794,153931,Cancelled,1,704,2079,440,2017-01-23,2017-01-24,2017-01-25,21
795,81775,Stayed,1,704,2144,453,2017-01-14,2017-01-20,2017-01-21,21
796,81775,Cancelled,1,704,2534,536,2017-01-11,2017-01-20,2017-01-21,21
797,81775,Cancelled,1,704,2469,523,2017-01-04,2017-01-23,2017-01-24,21
798,159297,Cancelled,1,164,14815,3134,2017-01-01,2017-01-09,2017-01-13,21
799,118118,Stayed,1,689,4224,893,2017-01-01,2017-01-01,2017-01-02,21
800,28143,Stayed,1,666,18712,4116,2017-01-12,2017-01-22,2017-01-28,22
801,28143,Stayed,1,666,8576,1887,2017-01-12,2017-01-22,2017-01-25,22
802,189822,Stayed,1,586,1689,372,2017-01-11,2017-01-12,2017-01-13,22
803,64904,Stayed,1,628,2427,534,2017-01-16,2017-01-21,2017-01-22,22
804,186338,Cancelled,2,628,8445,1786,2017-01-12,2017-01-23,2017-01-25,21
805,63569,"No Show",1,628,1594,338,2017-01-19,2017-01-19,2017-01-20,21
806,97682,Cancelled,1,628,5214,1103,2017-01-12,2017-01-15,2017-01-18,21
807,177898,Cancelled,1,628,1495,380,2017-01-10,2017-01-10,2017-01-11,25
808,38803,Stayed,1,628,2597,550,2017-01-02,2017-01-05,2017-01-06,21
809,121394,Stayed,1,628,3726,789,2017-01-02,2017-01-03,2017-01-05,21
810,103317,Stayed,1,628,2236,568,2017-01-03,2017-01-03,2017-01-04,25
811,16808,Cancelled,2,599,3767,956,2017-01-07,2017-01-07,2017-01-08,25
812,100836,Cancelled,1,724,3637,770,2017-01-31,2017-02-02,2017-02-04,21
813,32986,Stayed,1,724,1559,343,2017-01-30,2017-01-31,2017-02-01,22
814,133215,Cancelled,1,724,5457,1155,2017-01-27,2017-01-28,2017-01-30,21
815,183351,Stayed,4,862,8528,1877,2017-01-25,2017-01-25,2017-01-26,22
816,106307,Stayed,2,862,2795,592,2017-01-14,2017-01-14,2017-01-15,21
817,158040,Cancelled,2,665,6107,1343,2017-01-23,2017-01-29,2017-01-30,22
818,121598,Stayed,1,192,6562,1388,2017-01-30,2017-02-04,2017-02-06,21
819,106973,Cancelled,1,192,3834,844,2017-01-19,2017-01-19,2017-01-20,22
820,177898,Stayed,1,514,2339,495,2017-01-29,2017-01-29,2017-01-30,21
821,177898,Cancelled,1,514,2339,495,2017-01-29,2017-01-29,2017-01-30,21
822,168301,Stayed,1,514,2404,508,2017-01-27,2017-01-27,2017-01-28,21
823,168301,Stayed,1,514,2404,508,2017-01-26,2017-01-26,2017-01-27,21
824,187164,Stayed,1,758,2859,726,2017-01-09,2017-01-09,2017-01-10,25
825,35857,Stayed,1,140,14621,3216,2017-01-13,2017-01-13,2017-01-16,22
826,63819,Cancelled,1,932,4547,963,2017-01-26,2017-01-27,2017-01-29,21
827,125092,Stayed,1,932,1559,330,2017-01-16,2017-01-16,2017-01-17,21
828,40151,Stayed,1,932,3247,824,2017-01-15,2017-01-15,2017-01-17,25
829,63819,Stayed,1,124,4402,968,2017-01-27,2017-01-27,2017-01-29,22
830,180731,Stayed,1,124,4607,975,2017-01-21,2017-01-21,2017-01-23,21
831,152455,Cancelled,1,124,6201,1312,2017-01-05,2017-01-22,2017-01-24,21
832,191500,Cancelled,1,124,2044,519,2017-01-07,2017-01-09,2017-01-10,25
833,148275,Stayed,1,124,1314,333,2017-01-05,2017-01-05,2017-01-06,25
834,16808,Stayed,2,268,4027,1022,2017-01-07,2017-01-07,2017-01-08,25
835,50419,Cancelled,1,585,5262,1157,2017-01-22,2017-01-28,2017-01-30,22
836,50419,Cancelled,1,585,6950,1764,2017-01-21,2017-01-27,2017-01-30,25
837,107726,Stayed,1,306,9812,2158,2017-01-18,2017-01-19,2017-01-21,22
838,107726,"No Show",1,306,9812,2158,2017-01-18,2017-01-19,2017-01-21,22
839,73042,Stayed,1,919,3897,825,2017-01-29,2017-02-05,2017-02-07,21
840,101548,Stayed,1,373,2404,508,2017-01-28,2017-01-28,2017-01-29,21
841,27291,Stayed,1,373,2729,578,2017-01-24,2017-01-24,2017-01-25,21
842,185389,Stayed,1,886,3054,646,2017-01-31,2017-01-31,2017-02-01,21
843,89579,Cancelled,1,926,12281,2598,2017-01-28,2017-01-28,2017-01-31,21
844,43500,Stayed,1,330,11697,2969,2017-01-06,2017-01-10,2017-01-12,25
845,120340,Stayed,1,330,6499,1650,2017-01-04,2017-01-04,2017-01-05,25
846,120340,Stayed,1,330,6824,1502,2017-01-02,2017-01-03,2017-01-04,22
847,125127,"No Show",1,329,6174,1359,2017-01-18,2017-01-18,2017-01-19,22
848,87662,Stayed,1,750,5977,1517,2017-01-26,2017-02-17,2017-02-19,25
849,146588,Stayed,1,750,2859,605,2017-01-16,2017-01-17,2017-01-18,21
850,13601,Stayed,1,750,3054,801,2017-01-11,2017-01-11,2017-01-12,26
851,82240,Cancelled,1,235,10397,2200,2017-01-26,2017-02-01,2017-02-04,21
852,59546,Stayed,1,235,3466,734,2017-01-28,2017-01-28,2017-01-29,21
853,59546,Stayed,1,235,2995,634,2017-01-27,2017-01-27,2017-01-28,21
854,162220,Stayed,1,235,3985,1012,2017-01-26,2017-01-26,2017-01-27,25
855,38733,Cancelled,1,136,21055,4454,2017-01-12,2017-03-03,2017-03-07,21
856,169224,Cancelled,1,136,5654,1436,2017-01-01,2017-01-08,2017-01-09,25
857,88774,Stayed,2,538,31585,6681,2017-01-17,2017-01-17,2017-01-19,21
858,132971,Stayed,1,804,9097,2001,2017-01-18,2017-01-19,2017-01-21,22
859,44047,Stayed,1,804,17155,3629,2017-01-02,2017-01-03,2017-01-07,21
860,18527,Stayed,1,226,4807,0,2017-01-12,2017-02-21,2017-02-23,0
861,2202,Stayed,1,226,6367,0,2017-01-26,2017-02-17,2017-02-19,0
862,2202,Stayed,3,226,9551,0,2017-01-26,2017-02-18,2017-02-19,0
863,151818,Stayed,1,226,2274,0,2017-01-24,2017-01-25,2017-01-26,0
864,81672,Cancelled,1,226,2404,0,2017-01-10,2017-01-10,2017-01-11,0
865,179662,Cancelled,1,540,3964,872,2017-01-25,2017-02-03,2017-02-04,22
866,21716,Cancelled,1,267,5719,1210,2017-01-29,2017-02-14,2017-02-15,21
867,132447,Stayed,2,267,11177,2459,2017-01-22,2017-01-24,2017-01-25,22
868,66504,Stayed,1,267,16766,3546,2017-01-13,2017-01-14,2017-01-17,21
869,21716,Stayed,1,267,5589,1183,2017-01-29,2017-02-09,2017-02-10,21
870,69610,Stayed,1,847,9554,2021,2017-01-21,2017-01-22,2017-01-23,21
871,100139,Stayed,1,234,8447,1858,2017-01-16,2017-01-16,2017-01-18,22
872,13794,Cancelled,1,234,4874,1278,2017-01-05,2017-01-06,2017-01-07,26
873,43903,Cancelled,1,885,1494,329,2017-01-27,2017-01-27,2017-01-28,22
874,75950,Stayed,1,885,2079,528,2017-01-06,2017-01-06,2017-01-07,25
875,198997,Cancelled,1,885,18057,4737,2017-01-06,2017-01-06,2017-01-12,26
876,75121,Cancelled,1,288,9812,2076,2017-01-17,2017-01-20,2017-01-22,21
877,67726,Stayed,1,288,3769,798,2017-01-11,2017-01-11,2017-01-12,21
878,194812,Cancelled,1,800,6822,1500,2017-01-31,2017-02-06,2017-02-08,22
879,44490,Stayed,1,800,5719,1210,2017-01-21,2017-01-21,2017-01-22,21
880,85307,Cancelled,1,800,5719,1210,2017-01-21,2017-01-21,2017-01-22,21
881,107187,Stayed,1,800,3704,783,2017-01-12,2017-01-12,2017-01-13,21
882,22257,Cancelled,1,800,3444,875,2017-01-01,2017-01-01,2017-01-02,25
883,97046,Cancelled,1,188,3184,673,2017-01-24,2017-03-10,2017-03-11,21
884,106210,Cancelled,1,188,2664,586,2017-01-31,2017-02-02,2017-02-03,22
885,106210,Stayed,1,188,2924,1238,2017-01-21,2017-01-23,2017-01-24,42
886,121674,Stayed,1,117,10917,2310,2017-01-14,2017-01-14,2017-01-16,21
887,48699,Stayed,1,117,9877,2507,2017-01-08,2017-01-09,2017-01-11,25
888,183245,Cancelled,1,117,5589,1419,2017-01-04,2017-01-07,2017-01-08,25
889,65208,Stayed,1,117,5589,1419,2017-01-01,2017-01-01,2017-01-02,25
890,48699,Stayed,1,96,5264,1381,2017-01-10,2017-01-11,2017-01-12,26
891,142265,Cancelled,1,68,2989,759,2017-01-29,2017-01-29,2017-01-30,25
892,90036,Stayed,1,68,5004,1271,2017-01-07,2017-01-07,2017-01-08,25
893,90036,Stayed,1,68,4029,1023,2017-01-05,2017-01-06,2017-01-07,25
894,168358,Stayed,1,68,4419,1122,2017-01-05,2017-01-05,2017-01-06,25
895,166300,Stayed,1,501,5004,1058,2017-01-01,2017-01-01,2017-01-02,21
896,14742,Stayed,1,546,6044,1535,2017-01-05,2017-01-05,2017-01-06,25
897,23705,Stayed,1,325,7472,1581,2017-01-24,2017-01-24,2017-01-26,21
898,37363,Cancelled,1,186,13644,3002,2017-01-22,2017-02-06,2017-02-11,22
899,71996,Stayed,1,186,5457,1385,2017-01-03,2017-01-08,2017-01-10,25
900,36718,Cancelled,1,111,2794,615,2017-01-30,2017-01-31,2017-02-01,22
901,23250,Stayed,1,500,2014,426,2017-01-14,2017-01-14,2017-01-15,21
902,137974,Stayed,1,261,2144,453,2017-01-26,2017-01-26,2017-01-27,21
903,133115,Stayed,1,261,2404,1018,2017-01-21,2017-01-22,2017-01-23,42
904,133115,Stayed,1,261,4222,893,2017-01-20,2017-01-20,2017-01-22,21
905,129376,Cancelled,1,261,2404,529,2017-01-15,2017-01-15,2017-01-16,22
906,141373,Stayed,1,261,2079,528,2017-01-04,2017-01-05,2017-01-06,25
907,141373,Stayed,1,261,2144,545,2017-01-03,2017-01-04,2017-01-05,25
908,179812,Stayed,1,59,1819,440,2017-01-31,2017-02-02,2017-02-03,24
909,37981,Stayed,1,59,1754,386,2017-01-30,2017-01-30,2017-01-31,22
910,137974,Stayed,1,59,2079,440,2017-01-29,2017-01-29,2017-01-30,21
911,67743,Cancelled,1,59,2144,545,2017-01-26,2017-01-27,2017-01-28,25
912,37981,Cancelled,1,59,2274,501,2017-01-18,2017-01-19,2017-01-20,22
913,132187,Stayed,1,59,2079,440,2017-01-19,2017-01-19,2017-01-20,21
914,141064,Cancelled,1,59,2209,468,2017-01-22,2017-01-23,2017-01-24,21
915,161333,Stayed,1,59,1559,396,2017-01-08,2017-01-08,2017-01-09,25
916,127919,Stayed,1,59,1559,396,2017-01-08,2017-01-08,2017-01-09,25
917,68922,Stayed,1,59,2339,594,2017-01-06,2017-01-07,2017-01-08,25
918,37981,Stayed,1,59,1884,494,2017-01-04,2017-01-04,2017-01-05,26
919,143977,Stayed,2,965,4027,853,2017-01-15,2017-01-15,2017-01-16,21
920,143977,Cancelled,2,965,4027,886,2017-01-15,2017-01-15,2017-01-16,22
921,71704,Stayed,1,670,1754,371,2017-01-31,2017-01-31,2017-02-01,21
922,190240,Stayed,1,670,1689,429,2017-01-17,2017-01-17,2017-01-18,25
923,163001,Stayed,1,670,1819,385,2017-01-14,2017-01-14,2017-01-15,21
924,61396,Cancelled,2,670,6367,1616,2017-01-06,2017-01-07,2017-01-08,25
925,151754,Stayed,1,324,1884,398,2017-01-28,2017-01-28,2017-01-29,21
926,44199,Cancelled,1,217,2274,578,2017-01-31,2017-02-01,2017-02-02,25
927,135873,Stayed,1,217,1559,409,2017-01-11,2017-01-11,2017-01-12,26
928,133115,Stayed,1,217,7211,1830,2017-01-06,2017-01-06,2017-01-09,25
929,173243,Cancelled,1,162,2172,477,2017-01-27,2017-02-02,2017-02-03,22
930,140493,"No Show",2,162,4446,941,2017-01-27,2017-01-31,2017-02-01,21
931,140493,"No Show",2,162,4446,941,2017-01-27,2017-01-31,2017-02-01,21
932,108885,"No Show",1,162,3563,754,2017-01-26,2017-01-28,2017-01-29,21
933,173243,Cancelled,1,162,3424,725,2017-01-27,2017-02-16,2017-02-17,21
934,14623,Cancelled,1,162,2726,576,2017-01-18,2017-01-18,2017-01-19,21
935,140493,"No Show",3,162,6915,1463,2017-01-14,2017-01-16,2017-01-17,21
936,140493,"No Show",2,162,5364,1135,2017-01-15,2017-01-15,2017-01-16,21
937,140493,"No Show",1,162,2371,502,2017-01-13,2017-01-13,2017-01-14,21
938,140493,Cancelled,2,162,4826,1021,2017-01-13,2017-01-13,2017-01-14,21
939,140493,"No Show",1,162,2487,526,2017-01-12,2017-01-12,2017-01-13,21
940,15533,Stayed,1,162,3901,990,2017-01-09,2017-01-09,2017-01-10,25
941,140493,"No Show",2,162,3765,956,2017-01-09,2017-01-09,2017-01-10,25
942,140493,Cancelled,1,162,1882,477,2017-01-09,2017-01-09,2017-01-10,25
943,60406,Stayed,1,162,2588,657,2017-01-06,2017-01-06,2017-01-07,25
944,140493,"No Show",1,162,2659,562,2017-01-22,2017-01-22,2017-01-23,21
945,140493,"No Show",2,162,5317,1125,2017-01-22,2017-01-22,2017-01-23,21
946,140493,"No Show",2,162,6786,1723,2017-01-06,2017-01-06,2017-01-07,25
947,60406,Cancelled,1,162,3649,926,2017-01-05,2017-01-06,2017-01-07,25
948,17878,Cancelled,1,162,2484,630,2017-01-03,2017-01-06,2017-01-07,25
949,35923,Cancelled,1,162,1665,422,2017-01-04,2017-01-04,2017-01-05,25
950,173243,Cancelled,1,203,3184,1045,2017-01-23,2017-02-02,2017-02-03,33
951,31449,Stayed,1,203,2469,523,2017-01-29,2017-01-29,2017-01-30,21
952,21694,Cancelled,1,203,2274,481,2017-01-22,2017-01-23,2017-01-24,21
953,185192,Stayed,1,203,4157,880,2017-01-06,2017-01-16,2017-01-18,21
954,114490,Stayed,1,203,2339,495,2017-01-16,2017-01-16,2017-01-17,21
955,33926,Stayed,1,203,2469,523,2017-01-10,2017-01-15,2017-01-16,21
956,39744,Cancelled,1,203,2924,743,2017-01-11,2017-01-15,2017-01-16,25
957,38870,Cancelled,1,651,2924,618,2017-01-27,2017-01-27,2017-01-28,21
958,100536,Cancelled,1,574,2404,508,2017-01-31,2017-01-31,2017-02-01,21
959,192084,Cancelled,1,574,3054,646,2017-01-27,2017-01-28,2017-01-29,21
960,180029,Stayed,1,574,2404,508,2017-01-27,2017-01-27,2017-01-28,21
961,192084,Cancelled,1,574,2404,508,2017-01-27,2017-01-27,2017-01-28,21
962,3424,Stayed,1,574,2599,550,2017-01-25,2017-01-25,2017-01-26,21
963,21694,"No Show",1,574,2079,440,2017-01-21,2017-01-23,2017-01-24,21
964,192084,Stayed,1,574,2534,536,2017-01-19,2017-01-20,2017-01-21,21
965,83686,Stayed,1,574,2404,508,2017-01-10,2017-01-14,2017-01-15,21
966,21694,"No Show",1,574,2404,508,2017-01-11,2017-01-13,2017-01-14,21
967,162727,Stayed,1,574,2664,586,2017-01-18,2017-01-21,2017-01-22,22
968,43287,Stayed,1,685,2014,426,2017-01-10,2017-01-12,2017-01-13,21
969,171124,Cancelled,1,569,2729,578,2017-01-13,2017-01-22,2017-01-23,21
970,19964,Cancelled,2,44,4547,963,2017-01-21,2017-01-22,2017-01-23,21
971,109075,Stayed,1,44,1884,415,2017-01-20,2017-01-20,2017-01-21,22
972,165241,Cancelled,1,44,4677,1187,2017-01-14,2017-01-14,2017-01-16,25
973,86742,Stayed,2,44,3962,1005,2017-01-11,2017-01-11,2017-01-12,25
974,8380,Stayed,1,44,1624,343,2017-01-11,2017-01-11,2017-01-12,21
975,119441,Cancelled,1,777,18194,0,2017-01-21,2017-10-12,2017-10-17,0
976,45445,Stayed,1,777,1884,479,2017-01-12,2017-01-12,2017-01-13,25
977,56694,Cancelled,1,777,2794,591,2017-01-02,2017-01-02,2017-01-03,21
978,162221,Cancelled,1,206,14035,3088,2017-01-10,2017-01-16,2017-01-20,22
979,61254,Stayed,1,677,1949,413,2017-01-31,2017-01-31,2017-02-01,21
980,72253,Cancelled,1,677,3054,646,2017-01-17,2017-02-13,2017-02-14,21
